id,um_dominio,multi_dominio,com_tag
323,user0322@gmail.com,paula.paiva@gmail.com,paula.paiva+tag322@gmail.com
324,user0323@gmail.com,igor.carvalho@gmail.com,igor.carvalho+tag323@gmail.com
325,user0324@gmail.com,julia.costa@outlook.com,julia.costa+tag324@gmail.com
326,user0325@gmail.com,carlos.pereira@outlook.com,carlos.pereira+tag325@gmail.com
327,user0326@gmail.com,paula.cruz@hotmail.com,paula.cruz+tag326@gmail.com
328,user0327@gmail.com,erica.dias@outlook.com,erica.dias+tag327@gmail.com
329,user0328@gmail.com,julia.melo@uol.com.br,julia.melo+tag328@gmail.com
330,user0329@gmail.com,pedro.araujo@yahoo.com,pedro.araujo+tag329@gmail.com
331,user0330@gmail.com,mariana.cruz@yahoo.com,mariana.cruz+tag330@gmail.com
332,user0331@gmail.com,ana.alves@outlook.com,ana.alves+tag331@gmail.com
333,user0332@gmail.com,bruno.cruz@hotmail.com,bruno.cruz+tag332@gmail.com
334,user0333@gmail.com,maria.ferreira@hotmail.com,maria.ferreira+tag333@gmail.com
335,user0334@gmail.com,jose.faria@outlook.com,jose.faria+tag334@gmail.com
336,user0335@gmail.com,pedro.melo@uol.com.br,pedro.melo+tag335@gmail.com
337,user0336@gmail.com,gabi.martins@hotmail.com,gabi.martins+tag336@gmail.com
338,user0337@gmail.com,igor.paiva@outlook.com,igor.paiva+tag337@gmail.com
339,user0338@gmail.com,fabio.gomes@yahoo.com,fabio.gomes+tag338@gmail.com
340,user0339@gmail.com,julia.faria@outlook.com,julia.faria+tag339@gmail.com
341,user0340@gmail.com,julia.carvalho@gmail.com,julia.carvalho+tag340@gmail.com
342,user0341@gmail.com,bruno.dias@outlook.com,bruno.dias+tag341@gmail.com
343,user0342@gmail.com,diego.pereira@outlook.com,diego.pereira+tag342@gmail.com
344,user0343@gmail.com,joao.pereira@uol.com.br,joao.pereira+tag343@gmail.com
345,user0344@gmail.com,jose.gomes@gmail.com,jose.gomes+tag344@gmail.com
346,user0345@gmail.com,fabio.costa@uol.com.br,fabio.costa+tag345@gmail.com
347,user0346@gmail.com,fabio.silva@yahoo.com,fabio.silva+tag346@gmail.com
348,user0347@gmail.com,erica.pereira@gmail.com,erica.pereira+tag347@gmail.com
349,user0348@gmail.com,gabi.alves@hotmail.com,gabi.alves+tag348@gmail.com
350,user0349@gmail.com,mariana.araujo@gmail.com,mariana.araujo+tag349@gmail.com
351,user0350@gmail.com,bruno.paiva@outlook.com,bruno.paiva+tag350@gmail.com
352,user0351@gmail.com,bruno.dias@uol.com.br,bruno.dias+tag351@gmail.com
353,user0352@gmail.com,joao.macedo@gmail.com,joao.macedo+tag352@gmail.com
354,user0353@gmail.com,julia.ferreira@yahoo.com,julia.ferreira+tag353@gmail.com
355,user0354@gmail.com,ana.carvalho@gmail.com,ana.carvalho+tag354@gmail.com
356,user0355@gmail.com,carlos.melo@yahoo.com,carlos.melo+tag355@gmail.com
357,user0356@gmail.com,paula.silva@gmail.com,paula.silva+tag356@gmail.com
358,user0357@gmail.com,bruno.souza@hotmail.com,bruno.souza+tag357@gmail.com
359,user0358@gmail.com,clara.martins@outlook.com,clara.martins+tag358@gmail.com
360,user0359@gmail.com,pedro.rodrigues@uol.com.br,pedro.rodrigues+tag359@gmail.com
361,user0360@gmail.com,erica.faria@yahoo.com,erica.faria+tag360@gmail.com
362,user0361@gmail.com,beatriz.santos@gmail.com,beatriz.santos+tag361@gmail.com
363,user0362@gmail.com,mariana.araujo@uol.com.br,mariana.araujo+tag362@gmail.com
364,user0363@gmail.com,julia.dias@uol.com.br,julia.dias+tag363@gmail.com
365,user0364@gmail.com,pedro.rodrigues@outlook.com,pedro.rodrigues+tag364@gmail.com
366,user0365@gmail.com,rafael.melo@hotmail.com,rafael.melo+tag365@gmail.com
367,user0366@gmail.com,maria.melo@hotmail.com,maria.melo+tag366@gmail.com
368,user0367@gmail.com,igor.santos@gmail.com,igor.santos+tag367@gmail.com
369,user0368@gmail.com,fabio.martins@uol.com.br,fabio.martins+tag368@gmail.com
370,user0369@gmail.com,paula.carvalho@hotmail.com,paula.carvalho+tag369@gmail.com
371,user0370@gmail.com,fabio.ferreira@yahoo.com,fabio.ferreira+tag370@gmail.com
372,user0371@gmail.com,diego.dias@gmail.com,diego.dias+tag371@gmail.com
373,user0372@gmail.com,julia.araujo@uol.com.br,julia.araujo+tag372@gmail.com
374,user0373@gmail.com,clara.faria@hotmail.com,clara.faria+tag373@gmail.com
375,user0374@gmail.com,paula.silva@outlook.com,paula.silva+tag374@gmail.com
376,user0375@gmail.com,rafael.silva@uol.com.br,rafael.silva+tag375@gmail.com
377,user0376@gmail.com,joao.macedo@outlook.com,joao.macedo+tag376@gmail.com
378,user0377@gmail.com,paula.rodrigues@uol.com.br,paula.rodrigues+tag377@gmail.com
379,user0378@gmail.com,clara.rodrigues@yahoo.com,clara.rodrigues+tag378@gmail.com
380,user0379@gmail.com,mariana.alves@yahoo.com,mariana.alves+tag379@gmail.com
381,user0380@gmail.com,carlos.souza@hotmail.com,carlos.souza+tag380@gmail.com
382,user0381@gmail.com,fabio.souza@uol.com.br,fabio.souza+tag381@gmail.com
383,user0382@gmail.com,clara.pereira@gmail.com,clara.pereira+tag382@gmail.com
384,user0383@gmail.com,paula.gomes@outlook.com,paula.gomes+tag383@gmail.com
385,user0384@gmail.com,beatriz.oliveira@yahoo.com,beatriz.oliveira+tag384@gmail.com
386,user0385@gmail.com,igor.martins@uol.com.br,igor.martins+tag385@gmail.com
387,user0386@gmail.com,heitor.alves@yahoo.com,heitor.alves+tag386@gmail.com
388,user0387@gmail.com,rafael.dias@hotmail.com,rafael.dias+tag387@gmail.com
389,user0388@gmail.com,bruno.costa@outlook.com,bruno.costa+tag388@gmail.com
390,user0389@gmail.com,ana.pereira@yahoo.com,ana.pereira+tag389@gmail.com
391,user0390@gmail.com,diego.paiva@hotmail.com,diego.paiva+tag390@gmail.com
392,user0391@gmail.com,ana.araujo@gmail.com,ana.araujo+tag391@gmail.com
393,user0392@gmail.com,rafael.paiva@gmail.com,rafael.paiva+tag392@gmail.com
394,user0393@gmail.com,fabio.martins@hotmail.com,fabio.martins+tag393@gmail.com
395,user0394@gmail.com,jose.araujo@hotmail.com,jose.araujo+tag394@gmail.com
396,user0395@gmail.com,carlos.rodrigues@outlook.com,carlos.rodrigues+tag395@gmail.com
397,user0396@gmail.com,maria.macedo@uol.com.br,maria.macedo+tag396@gmail.com
398,user0397@gmail.com,bruno.macedo@yahoo.com,bruno.macedo+tag397@gmail.com
399,user0398@gmail.com,ana.melo@hotmail.com,ana.melo+tag398@gmail.com
400,user0399@gmail.com,erica.costa@yahoo.com,erica.costa+tag399@gmail.com
401,user0400@gmail.com,joao.souza@hotmail.com,joao.souza+tag400@gmail.com
402,user0401@gmail.com,gabi.costa@gmail.com,gabi.costa+tag401@gmail.com
403,user0402@gmail.com,julia.paiva@yahoo.com,julia.paiva+tag402@gmail.com
404,user0403@gmail.com,diego.melo@hotmail.com,diego.melo+tag403@gmail.com
405,user0404@gmail.com,igor.carvalho@uol.com.br,igor.carvalho+tag404@gmail.com
406,user0405@gmail.com,pedro.carvalho@gmail.com,pedro.carvalho+tag405@gmail.com
407,user0406@gmail.com,gabi.macedo@outlook.com,gabi.macedo+tag406@gmail.com
408,user0407@gmail.com,rafael.souza@hotmail.com,rafael.souza+tag407@gmail.com
409,user0408@gmail.com,lucas.melo@outlook.com,lucas.melo+tag408@gmail.com
410,user0409@gmail.com,julia.martins@gmail.com,julia.martins+tag409@gmail.com
411,user0410@gmail.com,clara.paiva@hotmail.com,clara.paiva+tag410@gmail.com
412,user0411@gmail.com,joao.araujo@hotmail.com,joao.araujo+tag411@gmail.com
413,user0412@gmail.com,lucas.costa@outlook.com,lucas.costa+tag412@gmail.com
414,user0413@gmail.com,ana.oliveira@uol.com.br,ana.oliveira+tag413@gmail.com
415,user0414@gmail.com,maria.souza@hotmail.com,maria.souza+tag414@gmail.com
416,user0415@gmail.com,julia.pereira@uol.com.br,julia.pereira+tag415@gmail.com
417,user0416@gmail.com,lucas.lima@uol.com.br,lucas.lima+tag416@gmail.com
418,user0417@gmail.com,lucas.faria@yahoo.com,lucas.faria+tag417@gmail.com
419,user0418@gmail.com,julia.gomes@yahoo.com,julia.gomes+tag418@gmail.com
420,user0419@gmail.com,mariana.silva@hotmail.com,mariana.silva+tag419@gmail.com
421,user0420@gmail.com,pedro.pereira@uol.com.br,pedro.pereira+tag420@gmail.com
422,user0421@gmail.com,rafael.santos@gmail.com,rafael.santos+tag421@gmail.com
423,user0422@gmail.com,maria.pereira@gmail.com,maria.pereira+tag422@gmail.com
424,user0423@gmail.com,clara.rodrigues@uol.com.br,clara.rodrigues+tag423@gmail.com
425,user0424@gmail.com,bruno.silva@yahoo.com,bruno.silva+tag424@gmail.com
426,user0425@gmail.com,rafael.souza@yahoo.com,rafael.souza+tag425@gmail.com
427,user0426@gmail.com,erica.cruz@gmail.com,erica.cruz+tag426@gmail.com
428,user0427@gmail.com,ana.dias@outlook.com,ana.dias+tag427@gmail.com
429,user0428@gmail.com,clara.cruz@uol.com.br,clara.cruz+tag428@gmail.com
430,user0429@gmail.com,carlos.melo@uol.com.br,carlos.melo+tag429@gmail.com
431,user0430@gmail.com,julia.macedo@gmail.com,julia.macedo+tag430@gmail.com
432,user0431@gmail.com,heitor.ferreira@outlook.com,heitor.ferreira+tag431@gmail.com
433,user0432@gmail.com,maria.souza@outlook.com,maria.souza+tag432@gmail.com
434,user0433@gmail.com,diego.carvalho@gmail.com,diego.carvalho+tag433@gmail.com
435,user0434@gmail.com,gabi.melo@gmail.com,gabi.melo+tag434@gmail.com
436,user0435@gmail.com,ana.gomes@uol.com.br,ana.gomes+tag435@gmail.com
437,user0436@gmail.com,pedro.lima@yahoo.com,pedro.lima+tag436@gmail.com
438,user0437@gmail.com,rafael.macedo@uol.com.br,rafael.macedo+tag437@gmail.com
439,user0438@gmail.com,igor.gomes@outlook.com,igor.gomes+tag438@gmail.com
440,user0439@gmail.com,mariana.cruz@hotmail.com,mariana.cruz+tag439@gmail.com
441,user0440@gmail.com,fabio.cruz@uol.com.br,fabio.cruz+tag440@gmail.com
442,user0441@gmail.com,erica.costa@gmail.com,erica.costa+tag441@gmail.com
443,user0442@gmail.com,igor.oliveira@outlook.com,igor.oliveira+tag442@gmail.com
444,user0443@gmail.com,fabio.rodrigues@outlook.com,fabio.rodrigues+tag443@gmail.com
445,user0444@gmail.com,bruno.melo@outlook.com,bruno.melo+tag444@gmail.com
446,user0445@gmail.com,erica.costa@hotmail.com,erica.costa+tag445@gmail.com
447,user0446@gmail.com,erica.gomes@hotmail.com,erica.gomes+tag446@gmail.com
448,user0447@gmail.com,clara.pereira@outlook.com,clara.pereira+tag447@gmail.com
449,user0448@gmail.com,ana.lima@gmail.com,ana.lima+tag448@gmail.com
450,user0449@gmail.com,ana.carvalho@gmail.com,ana.carvalho+tag449@gmail.com
451,user0450@gmail.com,clara.pereira@uol.com.br,clara.pereira+tag450@gmail.com
452,user0451@gmail.com,joao.faria@uol.com.br,joao.faria+tag451@gmail.com
453,user0452@gmail.com,igor.gomes@gmail.com,igor.gomes+tag452@gmail.com
454,user0453@gmail.com,erica.martins@outlook.com,erica.martins+tag453@gmail.com
455,user0454@gmail.com,joao.ferreira@uol.com.br,joao.ferreira+tag454@gmail.com
456,user0455@gmail.com,paula.martins@gmail.com,paula.martins+tag455@gmail.com
457,user0456@gmail.com,jose.cruz@yahoo.com,jose.cruz+tag456@gmail.com
458,user0457@gmail.com,pedro.dias@yahoo.com,pedro.dias+tag457@gmail.com
459,user0458@gmail.com,carlos.martins@uol.com.br,carlos.martins+tag458@gmail.com
460,user0459@gmail.com,clara.costa@hotmail.com,clara.costa+tag459@gmail.com
461,user0460@gmail.com,jose.rodrigues@outlook.com,jose.rodrigues+tag460@gmail.com
462,user0461@gmail.com,igor.macedo@uol.com.br,igor.macedo+tag461@gmail.com
463,user0462@gmail.com,igor.silva@uol.com.br,igor.silva+tag462@gmail.com
464,user0463@gmail.com,rafael.silva@yahoo.com,rafael.silva+tag463@gmail.com
465,user0464@gmail.com,rafael.ferreira@hotmail.com,rafael.ferreira+tag464@gmail.com
466,user0465@gmail.com,clara.silva@yahoo.com,clara.silva+tag465@gmail.com
467,user0466@gmail.com,pedro.faria@outlook.com,pedro.faria+tag466@gmail.com
468,user0467@gmail.com,ana.pereira@gmail.com,ana.pereira+tag467@gmail.com
469,user0468@gmail.com,ana.cruz@yahoo.com,ana.cruz+tag468@gmail.com
470,user0469@gmail.com,diego.carvalho@outlook.com,diego.carvalho+tag469@gmail.com
471,user0470@gmail.com,bruno.santos@hotmail.com,bruno.santos+tag470@gmail.com
472,user0471@gmail.com,paula.gomes@uol.com.br,paula.gomes+tag471@gmail.com
473,user0472@gmail.com,mariana.lima@gmail.com,mariana.lima+tag472@gmail.com
474,user0473@gmail.com,pedro.santos@uol.com.br,pedro.santos+tag473@gmail.com
475,user0474@gmail.com,joao.lima@hotmail.com,joao.lima+tag474@gmail.com
476,user0475@gmail.com,fabio.carvalho@outlook.com,fabio.carvalho+tag475@gmail.com
477,user0476@gmail.com,mariana.melo@outlook.com,mariana.melo+tag476@gmail.com
478,user0477@gmail.com,rafael.oliveira@uol.com.br,rafael.oliveira+tag477@gmail.com
479,user0478@gmail.com,carlos.martins@outlook.com,carlos.martins+tag478@gmail.com
480,user0479@gmail.com,carlos.ferreira@uol.com.br,carlos.ferreira+tag479@gmail.com
481,user0480@gmail.com,gabi.cruz@hotmail.com,gabi.cruz+tag480@gmail.com
482,user0481@gmail.com,joao.rodrigues@outlook.com,joao.rodrigues+tag481@gmail.com
483,user0482@gmail.com,mariana.souza@gmail.com,mariana.souza+tag482@gmail.com
484,user0483@gmail.com,lucas.ferreira@yahoo.com,lucas.ferreira+tag483@gmail.com
485,user0484@gmail.com,pedro.alves@hotmail.com,pedro.alves+tag484@gmail.com
486,user0485@gmail.com,bruno.costa@gmail.com,bruno.costa+tag485@gmail.com
487,user0486@gmail.com,gabi.carvalho@yahoo.com,gabi.carvalho+tag486@gmail.com
488,user0487@gmail.com,pedro.araujo@uol.com.br,pedro.araujo+tag487@gmail.com
489,user0488@gmail.com,julia.cruz@uol.com.br,julia.cruz+tag488@gmail.com
490,user0489@gmail.com,clara.lima@outlook.com,clara.lima+tag489@gmail.com
491,user0490@gmail.com,joao.carvalho@gmail.com,joao.carvalho+tag490@gmail.com
492,user0491@gmail.com,fabio.lima@hotmail.com,fabio.lima+tag491@gmail.com
493,user0492@gmail.com,jose.carvalho@uol.com.br,jose.carvalho+tag492@gmail.com
494,user0493@gmail.com,diego.carvalho@hotmail.com,diego.carvalho+tag493@gmail.com
495,user0494@gmail.com,carlos.araujo@gmail.com,carlos.araujo+tag494@gmail.com
496,user0495@gmail.com,bruno.santos@uol.com.br,bruno.santos+tag495@gmail.com
497,user0496@gmail.com,fabio.martins@gmail.com,fabio.martins+tag496@gmail.com
498,user0497@gmail.com,erica.costa@yahoo.com,erica.costa+tag497@gmail.com
499,user0498@gmail.com,erica.faria@outlook.com,erica.faria+tag498@gmail.com
500,user0499@gmail.com,heitor.lima@outlook.com,heitor.lima+tag499@gmail.com
501,user0500@gmail.com,paula.gomes@yahoo.com,paula.gomes+tag500@gmail.com
502,user0501@gmail.com,bruno.santos@gmail.com,bruno.santos+tag501@gmail.com
503,user0502@gmail.com,heitor.costa@uol.com.br,heitor.costa+tag502@gmail.com
504,user0503@gmail.com,heitor.oliveira@hotmail.com,heitor.oliveira+tag503@gmail.com
505,user0504@gmail.com,clara.pereira@yahoo.com,clara.pereira+tag504@gmail.com
506,user0505@gmail.com,carlos.pereira@hotmail.com,carlos.pereira+tag505@gmail.com
507,user0506@gmail.com,lucas.santos@uol.com.br,lucas.santos+tag506@gmail.com
508,user0507@gmail.com,pedro.lima@yahoo.com,pedro.lima+tag507@gmail.com
509,user0508@gmail.com,gabi.melo@uol.com.br,gabi.melo+tag508@gmail.com
510,user0509@gmail.com,jose.melo@uol.com.br,jose.melo+tag509@gmail.com
511,user0510@gmail.com,mariana.gomes@hotmail.com,mariana.gomes+tag510@gmail.com
512,user0511@gmail.com,pedro.melo@gmail.com,pedro.melo+tag511@gmail.com
513,user0512@gmail.com,gabi.melo@hotmail.com,gabi.melo+tag512@gmail.com
514,user0513@gmail.com,rafael.faria@gmail.com,rafael.faria+tag513@gmail.com
515,user0514@gmail.com,clara.cruz@gmail.com,clara.cruz+tag514@gmail.com
516,user0515@gmail.com,paula.melo@outlook.com,paula.melo+tag515@gmail.com
517,user0516@gmail.com,joao.souza@hotmail.com,joao.souza+tag516@gmail.com
518,user0517@gmail.com,paula.lima@gmail.com,paula.lima+tag517@gmail.com
519,user0518@gmail.com,mariana.macedo@uol.com.br,mariana.macedo+tag518@gmail.com
520,user0519@gmail.com,diego.melo@uol.com.br,diego.melo+tag519@gmail.com
521,user0520@gmail.com,igor.souza@outlook.com,igor.souza+tag520@gmail.com
522,user0521@gmail.com,jose.oliveira@hotmail.com,jose.oliveira+tag521@gmail.com
523,user0522@gmail.com,mariana.dias@uol.com.br,mariana.dias+tag522@gmail.com
524,user0523@gmail.com,pedro.souza@outlook.com,pedro.souza+tag523@gmail.com
525,user0524@gmail.com,carlos.gomes@gmail.com,carlos.gomes+tag524@gmail.com
526,user0525@gmail.com,heitor.santos@gmail.com,heitor.santos+tag525@gmail.com
527,user0526@gmail.com,julia.melo@outlook.com,julia.melo+tag526@gmail.com
528,user0527@gmail.com,heitor.cruz@uol.com.br,heitor.cruz+tag527@gmail.com
529,user0528@gmail.com,beatriz.martins@hotmail.com,beatriz.martins+tag528@gmail.com
530,user0529@gmail.com,paula.araujo@outlook.com,paula.araujo+tag529@gmail.com
531,user0530@gmail.com,bruno.macedo@gmail.com,bruno.macedo+tag530@gmail.com
532,user0531@gmail.com,bruno.lima@hotmail.com,bruno.lima+tag531@gmail.com
533,user0532@gmail.com,carlos.paiva@outlook.com,carlos.paiva+tag532@gmail.com
534,user0533@gmail.com,paula.alves@uol.com.br,paula.alves+tag533@gmail.com
535,user0534@gmail.com,pedro.gomes@gmail.com,pedro.gomes+tag534@gmail.com
536,user0535@gmail.com,jose.pereira@hotmail.com,jose.pereira+tag535@gmail.com
537,user0536@gmail.com,paula.araujo@yahoo.com,paula.araujo+tag536@gmail.com
538,user0537@gmail.com,mariana.lima@hotmail.com,mariana.lima+tag537@gmail.com
539,user0538@gmail.com,igor.araujo@hotmail.com,igor.araujo+tag538@gmail.com
540,user0539@gmail.com,pedro.cruz@gmail.com,pedro.cruz+tag539@gmail.com
541,user0540@gmail.com,erica.cruz@hotmail.com,erica.cruz+tag540@gmail.com
542,user0541@gmail.com,maria.martins@hotmail.com,maria.martins+tag541@gmail.com
543,user0542@gmail.com,beatriz.oliveira@hotmail.com,beatriz.oliveira+tag542@gmail.com
544,user0543@gmail.com,gabi.oliveira@yahoo.com,gabi.oliveira+tag543@gmail.com
545,user0544@gmail.com,pedro.pereira@gmail.com,pedro.pereira+tag544@gmail.com
546,user0545@gmail.com,paula.costa@uol.com.br,paula.costa+tag545@gmail.com
547,user0546@gmail.com,igor.cruz@gmail.com,igor.cruz+tag546@gmail.com
548,user0547@gmail.com,bruno.macedo@yahoo.com,bruno.macedo+tag547@gmail.com
549,user0548@gmail.com,mariana.araujo@yahoo.com,mariana.araujo+tag548@gmail.com
550,user0549@gmail.com,beatriz.santos@uol.com.br,beatriz.santos+tag549@gmail.com
551,user0550@gmail.com,beatriz.melo@gmail.com,beatriz.melo+tag550@gmail.com
552,user0551@gmail.com,erica.martins@yahoo.com,erica.martins+tag551@gmail.com
553,user0552@gmail.com,fabio.macedo@hotmail.com,fabio.macedo+tag552@gmail.com
554,user0553@gmail.com,fabio.rodrigues@uol.com.br,fabio.rodrigues+tag553@gmail.com
555,user0554@gmail.com,julia.ferreira@outlook.com,julia.ferreira+tag554@gmail.com
556,user0555@gmail.com,lucas.martins@uol.com.br,lucas.martins+tag555@gmail.com
557,user0556@gmail.com,fabio.melo@hotmail.com,fabio.melo+tag556@gmail.com
558,user0557@gmail.com,diego.cruz@uol.com.br,diego.cruz+tag557@gmail.com
559,user0558@gmail.com,erica.santos@yahoo.com,erica.santos+tag558@gmail.com
560,user0559@gmail.com,mariana.pereira@hotmail.com,mariana.pereira+tag559@gmail.com
561,user0560@gmail.com,joao.dias@hotmail.com,joao.dias+tag560@gmail.com
562,user0561@gmail.com,igor.costa@uol.com.br,igor.costa+tag561@gmail.com
563,user0562@gmail.com,carlos.ferreira@gmail.com,carlos.ferreira+tag562@gmail.com
564,user0563@gmail.com,beatriz.alves@outlook.com,beatriz.alves+tag563@gmail.com
565,user0564@gmail.com,heitor.pereira@outlook.com,heitor.pereira+tag564@gmail.com
566,user0565@gmail.com,ana.rodrigues@outlook.com,ana.rodrigues+tag565@gmail.com
567,user0566@gmail.com,clara.silva@outlook.com,clara.silva+tag566@gmail.com
568,user0567@gmail.com,joao.araujo@uol.com.br,joao.araujo+tag567@gmail.com
569,user0568@gmail.com,clara.rodrigues@outlook.com,clara.rodrigues+tag568@gmail.com
570,user0569@gmail.com,ana.martins@yahoo.com,ana.martins+tag569@gmail.com
571,user0570@gmail.com,maria.gomes@gmail.com,maria.gomes+tag570@gmail.com
572,user0571@gmail.com,bruno.pereira@yahoo.com,bruno.pereira+tag571@gmail.com
573,user0572@gmail.com,joao.ferreira@outlook.com,joao.ferreira+tag572@gmail.com
574,user0573@gmail.com,pedro.dias@outlook.com,pedro.dias+tag573@gmail.com
575,user0574@gmail.com,mariana.silva@gmail.com,mariana.silva+tag574@gmail.com
576,user0575@gmail.com,maria.alves@yahoo.com,maria.alves+tag575@gmail.com
577,user0576@gmail.com,pedro.paiva@uol.com.br,pedro.paiva+tag576@gmail.com
578,user0577@gmail.com,heitor.carvalho@gmail.com,heitor.carvalho+tag577@gmail.com
579,user0578@gmail.com,paula.rodrigues@hotmail.com,paula.rodrigues+tag578@gmail.com
580,user0579@gmail.com,carlos.souza@yahoo.com,carlos.souza+tag579@gmail.com
581,user0580@gmail.com,erica.macedo@outlook.com,erica.macedo+tag580@gmail.com
582,user0581@gmail.com,ana.costa@outlook.com,ana.costa+tag581@gmail.com
583,user0582@gmail.com,mariana.paiva@gmail.com,mariana.paiva+tag582@gmail.com
584,user0583@gmail.com,heitor.faria@yahoo.com,heitor.faria+tag583@gmail.com
585,user0584@gmail.com,pedro.ferreira@outlook.com,pedro.ferreira+tag584@gmail.com
586,user0585@gmail.com,maria.macedo@hotmail.com,maria.macedo+tag585@gmail.com
587,user0586@gmail.com,julia.faria@outlook.com,julia.faria+tag586@gmail.com
588,user0587@gmail.com,beatriz.lima@uol.com.br,beatriz.lima+tag587@gmail.com
589,user0588@gmail.com,clara.lima@uol.com.br,clara.lima+tag588@gmail.com
590,user0589@gmail.com,igor.cruz@uol.com.br,igor.cruz+tag589@gmail.com
591,user0590@gmail.com,igor.silva@outlook.com,igor.silva+tag590@gmail.com
592,user0591@gmail.com,gabi.souza@outlook.com,gabi.souza+tag591@gmail.com
593,user0592@gmail.com,clara.alves@gmail.com,clara.alves+tag592@gmail.com
594,user0593@gmail.com,clara.lima@hotmail.com,clara.lima+tag593@gmail.com
595,user0594@gmail.com,julia.costa@uol.com.br,julia.costa+tag594@gmail.com
596,user0595@gmail.com,bruno.pereira@gmail.com,bruno.pereira+tag595@gmail.com
597,user0596@gmail.com,clara.paiva@hotmail.com,clara.paiva+tag596@gmail.com
598,user0597@gmail.com,beatriz.melo@outlook.com,beatriz.melo+tag597@gmail.com
599,user0598@gmail.com,beatriz.pereira@gmail.com,beatriz.pereira+tag598@gmail.com
600,user0599@gmail.com,fabio.souza@hotmail.com,fabio.souza+tag599@gmail.com
601,user0600@gmail.com,lucas.souza@yahoo.com,lucas.souza+tag600@gmail.com
602,user0601@gmail.com,joao.gomes@hotmail.com,joao.gomes+tag601@gmail.com
603,user0602@gmail.com,heitor.araujo@uol.com.br,heitor.araujo+tag602@gmail.com
604,user0603@gmail.com,gabi.alves@gmail.com,gabi.alves+tag603@gmail.com
605,user0604@gmail.com,lucas.ferreira@hotmail.com,lucas.ferreira+tag604@gmail.com
606,user0605@gmail.com,joao.gomes@hotmail.com,joao.gomes+tag605@gmail.com
607,user0606@gmail.com,carlos.martins@outlook.com,carlos.martins+tag606@gmail.com
608,user0607@gmail.com,diego.melo@outlook.com,diego.melo+tag607@gmail.com
609,user0608@gmail.com,bruno.santos@outlook.com,bruno.santos+tag608@gmail.com
610,user0609@gmail.com,gabi.martins@uol.com.br,gabi.martins+tag609@gmail.com
611,user0610@gmail.com,rafael.lima@outlook.com,rafael.lima+tag610@gmail.com
612,user0611@gmail.com,ana.carvalho@uol.com.br,ana.carvalho+tag611@gmail.com
613,user0612@gmail.com,beatriz.paiva@hotmail.com,beatriz.paiva+tag612@gmail.com
614,user0613@gmail.com,bruno.costa@gmail.com,bruno.costa+tag613@gmail.com
615,user0614@gmail.com,bruno.ferreira@hotmail.com,bruno.ferreira+tag614@gmail.com
616,user0615@gmail.com,fabio.macedo@outlook.com,fabio.macedo+tag615@gmail.com
617,user0616@gmail.com,beatriz.melo@hotmail.com,beatriz.melo+tag616@gmail.com
618,user0617@gmail.com,fabio.souza@hotmail.com,fabio.souza+tag617@gmail.com
619,user0618@gmail.com,mariana.carvalho@hotmail.com,mariana.carvalho+tag618@gmail.com
620,user0619@gmail.com,joao.lima@outlook.com,joao.lima+tag619@gmail.com
621,user0620@gmail.com,clara.cruz@yahoo.com,clara.cruz+tag620@gmail.com
622,user0621@gmail.com,maria.pereira@uol.com.br,maria.pereira+tag621@gmail.com
623,user0622@gmail.com,fabio.souza@yahoo.com,fabio.souza+tag622@gmail.com
624,user0623@gmail.com,ana.rodrigues@hotmail.com,ana.rodrigues+tag623@gmail.com
625,user0624@gmail.com,clara.araujo@uol.com.br,clara.araujo+tag624@gmail.com
626,user0625@gmail.com,joao.macedo@yahoo.com,joao.macedo+tag625@gmail.com
627,user0626@gmail.com,fabio.martins@hotmail.com,fabio.martins+tag626@gmail.com
628,user0627@gmail.com,fabio.lima@uol.com.br,fabio.lima+tag627@gmail.com
629,user0628@gmail.com,pedro.cruz@hotmail.com,pedro.cruz+tag628@gmail.com
630,user0629@gmail.com,diego.gomes@hotmail.com,diego.gomes+tag629@gmail.com
631,user0630@gmail.com,julia.costa@gmail.com,julia.costa+tag630@gmail.com
632,user0631@gmail.com,beatriz.dias@uol.com.br,beatriz.dias+tag631@gmail.com
633,user0632@gmail.com,diego.paiva@gmail.com,diego.paiva+tag632@gmail.com
634,user0633@gmail.com,rafael.alves@outlook.com,rafael.alves+tag633@gmail.com
635,user0634@gmail.com,lucas.macedo@hotmail.com,lucas.macedo+tag634@gmail.com
636,user0635@gmail.com,gabi.oliveira@gmail.com,gabi.oliveira+tag635@gmail.com
637,user0636@gmail.com,pedro.lima@outlook.com,pedro.lima+tag636@gmail.com
638,user0637@gmail.com,beatriz.melo@gmail.com,beatriz.melo+tag637@gmail.com
639,user0638@gmail.com,bruno.martins@gmail.com,bruno.martins+tag638@gmail.com
640,user0639@gmail.com,igor.paiva@hotmail.com,igor.paiva+tag639@gmail.com
641,user0640@gmail.com,paula.santos@yahoo.com,paula.santos+tag640@gmail.com
642,user0641@gmail.com,clara.cruz@yahoo.com,clara.cruz+tag641@gmail.com
643,user0642@gmail.com,carlos.oliveira@yahoo.com,carlos.oliveira+tag642@gmail.com
644,user0643@gmail.com,julia.dias@gmail.com,julia.dias+tag643@gmail.com
645,user0644@gmail.com,clara.paiva@uol.com.br,clara.paiva+tag644@gmail.com
646,user0645@gmail.com,clara.melo@uol.com.br,clara.melo+tag645@gmail.com
