id,cpf_fmt,cpf_sem_mask,cnpj_fmt,cnpj_sem_mask,filial_num
410,711.677.983-61,71167798361,66.722.344/0003-67,66722344000367,3
411,282.446.726-86,28244672686,66.306.997/0001-47,66306997000147,1
412,656.000.047-45,65600004745,19.046.318/0005-63,19046318000563,5
413,371.129.041-28,37112904128,38.427.073/0002-73,38427073000273,2
414,829.971.327-78,82997132778,58.586.340/0004-49,58586340000449,4
415,121.361.890-70,12136189070,83.140.807/0004-74,83140807000474,4
416,368.037.254-30,36803725430,31.227.574/0003-16,31227574000316,3
417,488.717.750-52,48871775052,24.716.857/0005-93,24716857000593,5
418,773.129.634-41,77312963441,57.683.626/0005-11,57683626000511,5
419,265.234.795-18,26523479518,28.740.864/0002-43,28740864000243,2
420,603.692.636-15,60369263615,38.427.073/0004-56,38427073000456,4
421,617.339.221-72,61733922172,13.999.315/0005-81,13999315000581,5
422,580.806.784-09,58080678409,25.374.874/0003-19,25374874000319,3
423,803.788.322-94,80378832294,88.461.803/0005-45,88461803000545,5
424,255.093.122-13,25509312213,55.667.651/0001-60,55667651000160,1
425,571.878.937-07,57187893707,82.070.937/0003-28,82070937000328,3
426,924.593.257-12,92459325712,66.661.351/0004-74,66661351000474,4
427,144.678.608-18,14467860818,21.668.732/0002-52,21668732000252,2
428,778.775.165-00,77877516500,18.526.544/0004-29,18526544000429,4
429,293.939.494-62,29393949462,42.857.966/0005-50,42857966000550,5
430,622.375.485-27,62237548527,93.926.371/0003-85,93926371000385,3
431,801.641.897-12,80164189712,84.346.088/0005-78,84346088000578,5
432,510.724.469-59,51072446959,28.566.572/0001-57,28566572000157,1
433,890.984.381-66,89098438166,19.583.482/0001-86,19583482000186,1
434,463.980.878-15,46398087815,72.682.989/0005-83,72682989000583,5
435,875.299.800-74,87529980074,78.387.461/0002-77,78387461000277,2
436,651.523.928-60,65152392860,23.718.431/0002-14,23718431000214,2
437,258.936.162-93,25893616293,26.753.883/0001-66,26753883000166,1
438,671.818.737-99,67181873799,22.448.136/0004-98,22448136000498,4
439,667.102.829-50,66710282950,94.214.382/0005-70,94214382000570,5
440,793.125.364-84,79312536484,94.374.605/0005-51,94374605000551,5
441,807.740.644-69,80774064469,63.843.426/0003-32,63843426000332,3
442,552.394.362-61,55239436261,84.252.722/0003-96,84252722000396,3
443,473.374.963-53,47337496353,24.282.218/0004-34,24282218000434,4
444,441.765.038-96,44176503896,31.831.063/0005-48,31831063000548,5
445,774.524.109-71,77452410971,32.969.840/0004-54,32969840000454,4
446,474.592.632-93,47459263293,57.683.626/0001-83,57683626000183,1
447,859.205.144-62,85920514462,45.935.572/0004-54,45935572000454,4
448,306.356.678-97,30635667897,38.119.557/0001-46,38119557000146,1
449,575.840.690-91,57584069091,42.614.537/0004-93,42614537000493,4
450,378.274.335-54,37827433554,84.093.639/0005-44,84093639000544,5
451,870.217.512-98,87021751298,42.329.237/0003-27,42329237000327,3
452,920.735.032-22,92073503222,83.793.389/0005-40,83793389000540,5
453,153.363.166-70,15336316670,75.579.548/0005-38,75579548000538,5
454,428.047.221-48,42804722148,13.999.315/0001-62,13999315000162,1
455,249.138.612-22,24913861222,58.718.453/0002-10,58718453000210,2
456,871.570.205-76,87157020576,96.728.778/0002-62,96728778000262,2
457,764.676.238-40,76467623840,82.394.227/0002-46,82394227000246,2
458,500.341.104-50,50034110450,31.682.744/0001-21,31682744000121,1
459,901.110.130-41,90111013041,16.150.444/0005-14,16150444000514,5
460,665.864.723-51,66586472351,79.008.866/0002-14,79008866000214,2
461,336.024.941-23,33602494123,35.556.386/0003-14,35556386000314,3
462,486.945.078-43,48694507843,55.657.579/0005-23,55657579000523,5
463,500.937.006-04,50093700604,67.503.414/0005-77,67503414000577,5
464,312.109.558-43,31210955843,19.528.530/0005-69,19528530000569,5
465,369.416.301-25,36941630125,40.158.366/0001-52,40158366000152,1
466,978.703.685-53,97870368553,23.556.182/0002-11,23556182000211,2
467,561.134.227-21,56113422721,68.800.797/0003-82,68800797000382,3
468,323.044.579-09,32304457909,24.282.218/0004-64,24282218000464,4
469,551.627.865-48,55162786548,97.226.012/0004-95,97226012000495,4
470,318.845.123-84,31884512384,38.898.923/0004-51,38898923000451,4
471,440.841.105-18,44084110518,24.942.603/0003-59,24942603000359,3
472,711.410.982-20,71141098220,80.823.176/0003-52,80823176000352,3
473,886.062.588-16,88606258816,26.879.290/0005-11,26879290000511,5
474,970.227.081-53,97022708153,17.507.864/0002-17,17507864000217,2
475,257.530.214-31,25753021431,58.586.340/0003-30,58586340000330,3
476,964.036.426-94,96403642694,87.337.818/0003-57,87337818000357,3
477,427.045.672-72,42704567272,87.490.893/0002-71,87490893000271,2
478,707.874.691-38,70787469138,45.575.298/0005-57,45575298000557,5
479,948.459.602-93,94845960293,54.349.361/0001-77,54349361000177,1
480,806.382.446-85,80638244685,20.570.592/0003-19,20570592000319,3
481,912.489.473-37,91248947337,47.338.124/0001-80,47338124000180,1
482,825.973.518-43,82597351843,84.093.639/0005-78,84093639000578,5
483,321.184.475-77,32118447577,42.857.966/0005-66,42857966000566,5
484,769.291.096-34,76929109634,83.140.807/0005-67,83140807000567,5
485,177.682.733-51,17768273351,67.503.414/0002-75,67503414000275,2
486,719.137.771-02,71913777102,96.028.436/0001-81,96028436000181,1
487,521.203.807-26,52120380726,26.879.290/0001-60,26879290000160,1
488,882.452.903-22,88245290322,90.801.586/0001-64,90801586000164,1
489,832.882.907-71,83288290771,39.345.092/0001-70,39345092000170,1
490,487.910.059-16,48791005916,77.005.685/0002-27,77005685000227,2
491,991.885.507-72,99188550772,96.728.778/0004-57,96728778000457,4
492,717.722.796-00,71772279600,14.216.175/0004-58,14216175000458,4
493,867.706.236-48,86770623648,30.868.105/0003-25,30868105000325,3
494,638.471.151-79,63847115179,89.978.790/0002-38,89978790000238,2
495,135.855.315-25,13585531525,91.415.657/0001-48,91415657000148,1
496,861.029.291-31,86102929131,29.175.900/0005-58,29175900000558,5
497,436.010.772-43,43601077243,20.709.497/0004-54,20709497000454,4
498,450.259.796-12,45025979612,26.753.883/0001-14,26753883000114,1
499,934.050.032-89,93405003289,82.383.095/0001-40,82383095000140,1
500,194.750.484-26,19475048426,39.587.039/0005-14,39587039000514,5
501,935.218.283-96,93521828396,12.614.124/0001-41,12614124000141,1
502,174.755.670-18,17475567018,38.538.251/0004-39,38538251000439,4
503,380.880.545-02,38088054502,91.415.657/0001-27,91415657000127,1
504,413.071.481-47,41307148147,18.593.410/0005-50,18593410000550,5
505,940.846.140-62,94084614062,36.998.038/0003-40,36998038000340,3
506,815.550.674-95,81555067495,87.490.893/0004-48,87490893000448,4
507,154.767.444-06,15476744406,82.070.937/0005-32,82070937000532,5
508,848.492.565-67,84849256567,24.716.857/0001-54,24716857000154,1
509,999.434.287-64,99943428764,75.579.548/0004-77,75579548000477,4
510,676.226.755-40,67622675540,22.448.136/0003-58,22448136000358,3
511,767.348.937-44,76734893744,40.587.988/0002-48,40587988000248,2
512,832.619.369-57,83261936957,63.100.814/0004-81,63100814000481,4
513,294.561.666-94,29456166694,38.317.637/0002-42,38317637000242,2
514,538.229.975-77,53822997577,31.682.744/0001-67,31682744000167,1
515,608.830.504-32,60883050432,83.140.807/0005-34,83140807000534,5
516,445.810.865-10,44581086510,63.843.426/0005-87,63843426000587,5
517,360.824.101-09,36082410109,26.240.908/0005-95,26240908000595,5
518,381.700.483-18,38170048318,78.387.461/0002-52,78387461000252,2
519,139.041.001-95,13904100195,93.016.315/0002-25,93016315000225,2
520,776.643.353-00,77664335300,87.337.818/0002-99,87337818000299,2
521,624.179.848-20,62417984820,87.337.818/0002-80,87337818000280,2
522,627.553.375-55,62755337555,58.586.340/0005-93,58586340000593,5
523,501.977.137-24,50197713724,61.019.678/0003-75,61019678000375,3
524,782.161.578-88,78216157888,58.586.340/0001-70,58586340000170,1
525,581.170.661-79,58117066179,95.225.343/0004-15,95225343000415,4
526,106.267.332-82,10626733282,61.019.678/0005-84,61019678000584,5
527,504.481.898-26,50448189826,60.992.979/0002-52,60992979000252,2
528,625.275.300-19,62527530019,55.657.579/0002-73,55657579000273,2
529,982.643.375-92,98264337592,23.009.833/0003-42,23009833000342,3
530,990.070.036-43,99007003643,83.793.389/0004-68,83793389000468,4
531,606.590.340-98,60659034098,91.030.736/0002-79,91030736000279,2
532,335.721.391-17,33572139117,87.337.818/0005-92,87337818000592,5
533,184.062.684-71,18406268471,61.220.073/0001-19,61220073000119,1
534,171.649.312-27,17164931227,38.427.073/0001-62,38427073000162,1
535,427.736.140-19,42773614019,77.827.638/0002-11,77827638000211,2
536,796.588.705-72,79658870572,67.503.414/0003-17,67503414000317,3
537,985.529.280-36,98552928036,53.507.489/0005-71,53507489000571,5
538,772.561.141-12,77256114112,42.868.828/0001-78,42868828000178,1
539,682.038.658-95,68203865895,46.913.810/0001-77,46913810000177,1
540,474.615.325-02,47461532502,81.016.525/0003-12,81016525000312,3
541,236.548.471-21,23654847121,73.440.831/0001-77,73440831000177,1
542,407.042.809-17,40704280917,60.806.024/0005-77,60806024000577,5
543,458.820.513-01,45882051301,79.467.853/0004-20,79467853000420,4
544,718.734.165-88,71873416588,96.028.436/0002-99,96028436000299,2
545,496.247.551-99,49624755199,51.273.847/0001-93,51273847000193,1
546,187.260.185-16,18726018516,97.971.488/0004-58,97971488000458,4
547,767.983.440-50,76798344050,22.575.562/0001-99,22575562000199,1
548,193.260.214-41,19326021441,30.514.014/0004-92,30514014000492,4
549,563.185.435-54,56318543554,96.028.436/0001-77,96028436000177,1
550,182.426.960-02,18242696002,19.335.534/0002-98,19335534000298,2
551,911.214.280-35,91121428035,28.566.572/0003-15,28566572000315,3
552,225.591.684-28,22559168428,51.273.847/0003-79,51273847000379,3
553,316.161.485-75,31616148575,73.481.353/0003-12,73481353000312,3
554,398.992.824-98,39899282498,70.897.765/0002-60,70897765000260,2
555,225.794.221-00,22579422100,45.833.156/0002-82,45833156000282,2
556,883.422.315-40,88342231540,40.885.476/0004-96,40885476000496,4
557,868.649.928-88,86864992888,31.931.511/0004-27,31931511000427,4
558,790.563.211-01,79056321101,32.162.965/0003-16,32162965000316,3
559,662.541.321-03,66254132103,16.150.444/0001-53,16150444000153,1
560,640.977.272-85,64097727285,17.270.733/0003-13,17270733000313,3
561,470.832.757-07,47083275707,97.225.156/0004-72,97225156000472,4
562,582.244.871-80,58224487180,25.374.874/0004-65,25374874000465,4
563,202.223.344-93,20222334493,36.998.038/0005-47,36998038000547,5
564,434.923.919-61,43492391961,75.228.535/0001-20,75228535000120,1
565,283.308.002-94,28330800294,45.935.572/0002-59,45935572000259,2
566,586.047.629-09,58604762909,89.089.901/0001-10,89089901000110,1
567,527.046.890-17,52704689017,82.340.307/0003-44,82340307000344,3
568,276.189.497-88,27618949788,97.226.012/0002-65,97226012000265,2
569,849.422.129-45,84942212945,82.070.937/0005-62,82070937000562,5
570,104.436.397-51,10443639751,97.226.012/0003-80,97226012000380,3
571,920.040.865-78,92004086578,77.187.530/0003-59,77187530000359,3
572,487.077.082-14,48707708214,63.100.814/0004-20,63100814000420,4
573,883.519.825-27,88351982527,61.642.594/0002-97,61642594000297,2
574,331.100.680-81,33110068081,38.898.923/0003-48,38898923000348,3
575,755.773.078-41,75577307841,23.718.431/0001-31,23718431000131,1
576,462.266.587-37,46226658737,71.586.053/0003-71,71586053000371,3
577,219.514.621-64,21951462164,17.507.864/0003-41,17507864000341,3
578,989.955.855-02,98995585502,24.716.857/0005-88,24716857000588,5
579,709.694.153-60,70969415360,89.089.901/0002-48,89089901000248,2
580,546.491.570-81,54649157081,39.557.077/0005-58,39557077000558,5
581,715.449.130-37,71544913037,72.043.515/0004-93,72043515000493,4
582,957.886.447-67,95788644767,30.868.105/0003-51,30868105000351,3
583,387.560.614-59,38756061459,78.387.461/0003-32,78387461000332,3
584,656.824.240-27,65682424027,72.682.989/0003-47,72682989000347,3
585,771.428.048-15,77142804815,72.682.989/0005-41,72682989000541,5
586,629.392.782-95,62939278295,31.831.063/0004-56,31831063000456,4
587,381.915.232-95,38191523295,10.435.578/0005-33,10435578000533,5
588,123.626.578-90,12362657890,67.854.710/0004-36,67854710000436,4
589,215.656.394-69,21565639469,55.377.076/0004-96,55377076000496,4
590,293.243.601-74,29324360174,36.697.396/0003-40,36697396000340,3
591,202.090.978-39,20209097839,45.264.581/0005-71,45264581000571,5
592,640.403.265-60,64040326560,72.820.592/0005-98,72820592000598,5
593,848.110.318-35,84811031835,21.668.732/0003-99,21668732000399,3
594,939.103.722-85,93910372285,30.513.739/0001-23,30513739000123,1
595,433.674.035-66,43367403566,10.076.758/0003-31,10076758000331,3
596,943.832.217-97,94383221797,66.629.388/0005-92,66629388000592,5
597,988.090.655-59,98809065559,38.538.251/0003-65,38538251000365,3
598,104.550.284-01,10455028401,39.587.039/0003-38,39587039000338,3
599,852.426.634-81,85242663481,68.353.204/0005-38,68353204000538,5
600,591.592.445-75,59159244575,86.125.617/0004-96,86125617000496,4
601,293.293.533-60,29329353360,95.899.313/0001-71,95899313000171,1
602,491.037.417-45,49103741745,96.282.117/0001-24,96282117000124,1
603,303.158.426-67,30315842667,84.752.529/0003-53,84752529000353,3
604,796.079.651-20,79607965120,76.238.574/0003-70,76238574000370,3
605,705.488.298-81,70548829881,81.498.611/0004-50,81498611000450,4
606,489.432.172-76,48943217276,66.629.388/0001-12,66629388000112,1
607,565.968.733-30,56596873330,31.682.744/0001-96,31682744000196,1
608,349.110.256-01,34911025601,64.634.663/0002-76,64634663000276,2
609,837.637.149-47,83763714947,22.981.052/0003-81,22981052000381,3
610,420.492.785-64,42049278564,70.597.444/0004-90,70597444000490,4
611,322.670.508-19,32267050819,30.513.739/0004-60,30513739000460,4
612,709.770.441-32,70977044132,10.435.578/0004-59,10435578000459,4
613,366.923.460-28,36692346028,31.831.063/0001-83,31831063000183,1
614,867.595.667-30,86759566730,81.971.316/0003-51,81971316000351,3
615,709.759.697-27,70975969727,10.872.248/0003-95,10872248000395,3
616,781.295.051-98,78129505198,89.978.790/0003-86,89978790000386,3
617,932.735.715-42,93273571542,86.125.617/0005-24,86125617000524,5
618,587.389.652-12,58738965212,10.965.138/0004-89,10965138000489,4
619,520.933.139-68,52093313968,73.440.831/0005-85,73440831000585,5
620,535.249.742-46,53524974246,31.429.110/0002-49,31429110000249,2
621,319.771.282-16,31977128216,52.339.391/0002-75,52339391000275,2
622,675.030.118-76,67503011876,45.351.479/0002-83,45351479000283,2
623,674.825.966-04,67482596604,81.971.316/0004-91,81971316000491,4
624,998.471.123-21,99847112321,64.634.663/0002-81,64634663000281,2
625,751.411.914-07,75141191407,57.683.626/0002-33,57683626000233,2
626,935.414.130-55,93541413055,13.999.315/0003-11,13999315000311,3
627,292.612.486-69,29261248669,60.806.024/0004-81,60806024000481,4
628,980.701.856-75,98070185675,24.716.857/0004-97,24716857000497,4
629,679.465.214-37,67946521437,21.496.211/0004-72,21496211000472,4
630,193.082.828-56,19308282856,96.028.436/0001-38,96028436000138,1
631,155.494.839-04,15549483904,58.966.946/0002-78,58966946000278,2
632,327.146.660-18,32714666018,63.551.839/0004-82,63551839000482,4
633,777.141.088-66,77714108866,11.540.956/0005-24,11540956000524,5
634,253.446.900-39,25344690039,70.855.700/0005-56,70855700000556,5
635,175.453.394-81,17545339481,66.792.612/0004-79,66792612000479,4
636,247.109.273-77,24710927377,73.791.320/0002-48,73791320000248,2
637,702.679.706-50,70267970650,47.308.985/0003-21,47308985000321,3
638,271.539.176-45,27153917645,51.837.852/0002-36,51837852000236,2
639,946.570.436-26,94657043626,91.734.598/0004-31,91734598000431,4
640,298.262.184-32,29826218432,97.225.156/0002-36,97225156000236,2
641,177.543.078-95,17754307895,55.657.579/0003-78,55657579000378,3
642,928.116.295-93,92811629593,81.016.525/0002-51,81016525000251,2
643,499.115.621-27,49911562127,24.972.279/0003-75,24972279000375,3
644,275.888.581-52,27588858152,65.177.213/0004-17,65177213000417,4
645,486.224.342-53,48622434253,19.046.318/0002-99,19046318000299,2
646,308.996.492-94,30899649294,20.709.497/0002-51,20709497000251,2
647,436.230.733-28,43623073328,66.792.612/0004-72,66792612000472,4
648,879.200.338-49,87920033849,91.734.598/0003-90,91734598000390,3
649,633.186.907-73,63318690773,88.461.803/0001-91,88461803000191,1
650,218.922.672-55,21892267255,97.971.488/0005-45,97971488000545,5
651,610.126.896-27,61012689627,67.503.414/0004-51,67503414000451,4
652,124.994.800-48,12499480048,14.216.175/0001-68,14216175000168,1
653,602.394.736-04,60239473604,19.528.530/0001-78,19528530000178,1
654,374.779.804-39,37477980439,72.682.989/0004-37,72682989000437,4
655,464.845.228-87,46484522887,81.691.040/0003-53,81691040000353,3
656,896.600.921-65,89660092165,47.295.260/0005-72,47295260000572,5
657,563.354.113-89,56335411389,99.788.677/0001-15,99788677000115,1
658,963.270.161-61,96327016161,97.225.156/0004-12,97225156000412,4
659,351.584.220-66,35158422066,85.345.555/0004-10,85345555000410,4
660,376.071.877-89,37607187789,42.138.745/0002-93,42138745000293,2
661,327.713.389-66,32771338966,54.349.361/0003-21,54349361000321,3
662,600.560.741-68,60056074168,41.244.663/0001-57,41244663000157,1
663,342.618.889-18,34261888918,13.999.315/0004-90,13999315000490,4
664,668.402.149-77,66840214977,81.182.864/0001-22,81182864000122,1
665,357.744.694-33,35774469433,78.387.461/0001-26,78387461000126,1
666,426.146.051-14,42614605114,18.526.544/0004-11,18526544000411,4
667,695.297.082-56,69529708256,17.774.584/0002-71,17774584000271,2
668,403.689.763-51,40368976351,18.883.684/0001-23,18883684000123,1
669,533.929.201-89,53392920189,14.308.421/0003-27,14308421000327,3
670,309.358.064-69,30935806469,60.185.867/0002-18,60185867000218,2
671,895.879.270-37,89587927037,13.356.886/0005-93,13356886000593,5
672,708.344.173-64,70834417364,84.752.529/0002-90,84752529000290,2
673,303.936.593-86,30393659386,73.440.831/0004-88,73440831000488,4
674,730.783.214-04,73078321404,40.728.046/0002-21,40728046000221,2
675,267.357.392-73,26735739273,38.898.923/0001-85,38898923000185,1
676,646.749.729-83,64674972983,84.752.529/0004-50,84752529000450,4
677,305.775.175-71,30577517571,20.709.497/0003-92,20709497000392,3
678,404.266.165-62,40426616562,25.374.874/0005-86,25374874000586,5
679,947.018.215-86,94701821586,59.684.848/0001-94,59684848000194,1
680,524.163.548-12,52416354812,49.349.722/0005-87,49349722000587,5
681,379.581.865-52,37958186552,45.575.298/0004-47,45575298000447,4
682,170.702.453-44,17070245344,97.225.156/0002-73,97225156000273,2
683,245.422.678-26,24542267826,40.587.988/0004-91,40587988000491,4
684,211.408.435-50,21140843550,89.978.790/0001-56,89978790000156,1
685,569.608.477-30,56960847730,47.295.260/0004-82,47295260000482,4
686,590.522.353-75,59052235375,84.252.722/0002-70,84252722000270,2
687,218.986.358-86,21898635886,42.868.828/0005-18,42868828000518,5
688,444.189.806-85,44418980685,58.537.831/0001-17,58537831000117,1
689,804.287.664-53,80428766453,57.683.626/0005-63,57683626000563,5
690,203.177.029-41,20317702941,30.513.739/0005-78,30513739000578,5
691,298.257.711-39,29825771139,31.831.063/0001-49,31831063000149,1
692,790.588.717-49,79058871749,73.440.831/0002-29,73440831000229,2
693,552.534.512-22,55253451222,86.125.617/0005-91,86125617000591,5
694,213.522.624-54,21352262454,91.756.179/0004-40,91756179000440,4
695,403.134.752-29,40313475229,97.226.012/0004-24,97226012000424,4
696,935.515.958-69,93551595869,78.139.880/0001-49,78139880000149,1
697,236.392.952-96,23639295296,46.913.810/0002-99,46913810000299,2
698,315.235.869-53,31523586953,30.514.014/0003-76,30514014000376,3
699,325.882.937-21,32588293721,52.339.391/0002-44,52339391000244,2
700,138.650.300-23,13865030023,72.043.515/0004-44,72043515000444,4
701,208.398.713-23,20839871323,47.308.985/0005-90,47308985000590,5
702,747.555.227-05,74755522705,67.503.414/0005-56,67503414000556,5
703,746.626.186-04,74662618604,17.901.903/0005-31,17901903000531,5
704,330.540.434-79,33054043479,23.556.182/0001-83,23556182000183,1
705,405.601.251-31,40560125131,83.793.389/0005-10,83793389000510,5
706,137.062.496-69,13706249669,48.840.994/0001-70,48840994000170,1
707,631.028.747-03,63102874703,73.440.831/0002-32,73440831000232,2
708,179.778.381-76,17977838176,25.374.874/0004-38,25374874000438,4
709,414.469.002-04,41446900204,96.282.117/0003-44,96282117000344,3
710,221.375.646-89,22137564689,24.972.279/0003-25,24972279000325,3
711,181.687.744-50,18168774450,15.831.819/0002-76,15831819000276,2
712,185.101.077-47,18510107747,57.553.014/0004-18,57553014000418,4
713,738.961.908-38,73896190838,19.046.318/0003-49,19046318000349,3
714,199.956.813-69,19995681369,25.374.874/0004-11,25374874000411,4
715,373.543.003-62,37354300362,38.119.557/0005-48,38119557000548,5
716,947.808.332-84,94780833284,48.840.994/0004-57,48840994000457,4
717,868.818.185-31,86881818531,66.792.612/0002-29,66792612000229,2
718,117.610.916-83,11761091683,16.150.444/0005-54,16150444000554,5
719,114.388.886-67,11438888667,66.792.612/0004-49,66792612000449,4
720,362.162.614-18,36216261418,89.978.790/0002-63,89978790000263,2
721,314.617.766-64,31461776664,75.228.535/0003-21,75228535000321,3
722,823.508.897-74,82350889774,63.100.814/0003-68,63100814000368,3
723,876.740.644-46,87674064446,66.306.997/0005-27,66306997000527,5
724,202.836.605-02,20283660502,10.435.578/0005-17,10435578000517,5
725,313.211.551-44,31321155144,98.753.260/0003-43,98753260000343,3
726,566.043.194-90,56604319490,73.481.353/0004-99,73481353000499,4
727,543.509.127-92,54350912792,88.461.803/0003-39,88461803000339,3
728,280.505.132-86,28050513286,63.551.839/0005-23,63551839000523,5
729,235.523.851-32,23552385132,56.164.955/0004-69,56164955000469,4
730,671.833.375-61,67183337561,31.429.110/0005-55,31429110000555,5
731,710.213.329-36,71021332936,19.583.482/0004-43,19583482000443,4
732,265.462.850-02,26546285002,83.140.807/0002-97,83140807000297,2
733,168.861.317-72,16886131772,58.537.831/0003-28,58537831000328,3
734,630.675.110-71,63067511071,90.048.665/0001-96,90048665000196,1
735,456.432.494-66,45643249466,55.377.076/0002-13,55377076000213,2
736,656.288.313-45,65628831345,94.705.205/0004-81,94705205000481,4
737,862.274.165-08,86227416508,20.709.497/0001-69,20709497000169,1
738,305.892.560-87,30589256087,66.722.344/0001-17,66722344000117,1
739,442.848.652-24,44284865224,47.295.260/0002-61,47295260000261,2
740,213.588.356-76,21358835676,31.227.574/0005-43,31227574000543,5
741,103.220.675-05,10322067505,41.227.216/0002-92,41227216000292,2
742,191.430.900-82,19143090082,82.374.753/0003-25,82374753000325,3
743,162.749.254-20,16274925420,91.030.736/0005-65,91030736000565,5
744,761.210.158-90,76121015890,23.756.669/0004-97,23756669000497,4
745,333.073.445-01,33307344501,39.476.249/0002-33,39476249000233,2
746,455.407.760-87,45540776087,45.264.581/0002-14,45264581000214,2
747,942.419.462-73,94241946273,93.926.371/0002-92,93926371000292,2
748,756.919.764-79,75691976479,63.100.814/0005-71,63100814000571,5
749,188.518.376-96,18851837696,31.831.063/0004-27,31831063000427,4
750,375.704.036-44,37570403644,60.185.867/0005-41,60185867000541,5
751,864.597.297-00,86459729700,79.467.853/0001-58,79467853000158,1
752,759.668.842-08,75966884208,84.252.722/0004-54,84252722000454,4
753,912.293.292-56,91229329256,94.214.382/0003-59,94214382000359,3
754,326.363.489-26,32636348926,28.728.463/0003-86,28728463000386,3
755,109.406.845-69,10940684569,75.151.231/0003-17,75151231000317,3
756,807.453.457-52,80745345752,53.524.491/0005-39,53524491000539,5
757,356.580.481-49,35658048149,39.587.039/0002-94,39587039000294,2
758,453.954.817-47,45395481747,72.820.592/0001-38,72820592000138,1
759,589.129.022-88,58912902288,35.556.386/0002-32,35556386000232,2
760,883.253.907-12,88325390712,32.969.840/0003-85,32969840000385,3
761,602.535.260-09,60253526009,98.447.167/0005-82,98447167000582,5
762,879.197.360-18,87919736018,98.447.167/0002-73,98447167000273,2
763,509.831.131-07,50983113107,45.503.389/0004-14,45503389000414,4
764,146.826.197-76,14682619776,16.150.444/0005-38,16150444000538,5
765,788.050.668-09,78805066809,78.387.461/0001-52,78387461000152,1
766,955.467.127-20,95546712720,84.093.639/0002-53,84093639000253,2
767,345.540.601-66,34554060166,73.440.831/0003-17,73440831000317,3
768,272.739.843-72,27273984372,70.897.765/0002-24,70897765000224,2
769,823.550.844-70,82355084470,40.728.046/0003-19,40728046000319,3
770,890.084.813-28,89008481328,39.587.039/0003-48,39587039000348,3
771,285.654.394-11,28565439411,97.705.310/0002-65,97705310000265,2
772,993.002.836-55,99300283655,66.851.760/0004-93,66851760000493,4
773,328.375.582-78,32837558278,21.496.211/0005-98,21496211000598,5
774,415.973.251-29,41597325129,53.507.489/0005-32,53507489000532,5
775,502.798.530-41,50279853041,98.550.256/0003-26,98550256000326,3
776,639.999.142-44,63999914244,19.528.530/0005-14,19528530000514,5
777,923.864.138-23,92386413823,32.969.840/0005-38,32969840000538,5
778,900.566.732-83,90056673283,70.291.817/0004-28,70291817000428,4
779,403.989.480-41,40398948041,95.899.313/0003-31,95899313000331,3
780,227.263.300-86,22726330086,12.823.170/0003-67,12823170000367,3
781,444.086.822-07,44408682207,94.374.605/0002-98,94374605000298,2
782,575.358.166-20,57535816620,23.556.182/0001-10,23556182000110,1
783,617.463.993-07,61746399307,85.345.555/0004-31,85345555000431,4
784,696.336.967-61,69633696761,24.716.857/0004-54,24716857000454,4
785,638.847.626-26,63884762626,39.587.039/0004-83,39587039000483,4
786,430.161.025-44,43016102544,58.181.396/0004-19,58181396000419,4
787,487.982.124-82,48798212482,39.958.838/0003-43,39958838000343,3
788,269.722.596-16,26972259616,90.801.586/0003-31,90801586000331,3
789,653.532.433-16,65353243316,58.181.396/0001-80,58181396000180,1
790,227.905.909-45,22790590945,60.929.647/0005-88,60929647000588,5
791,782.608.866-37,78260886637,20.570.592/0001-65,20570592000165,1
792,999.471.045-81,99947104581,56.164.955/0005-65,56164955000565,5
793,149.697.229-04,14969722904,39.587.039/0003-36,39587039000336,3
794,399.548.131-21,39954813121,77.005.685/0005-79,77005685000579,5
795,498.638.380-50,49863838050,98.753.260/0001-16,98753260000116,1
796,889.969.135-03,88996913503,11.540.956/0004-29,11540956000429,4
797,574.787.368-24,57478736824,95.822.412/0004-21,95822412000421,4
798,987.427.011-26,98742701126,77.187.530/0004-35,77187530000435,4
799,104.165.555-76,10416555576,49.349.722/0002-91,49349722000291,2
800,747.764.222-92,74776422292,10.965.138/0001-49,10965138000149,1
801,649.106.267-81,64910626781,39.436.733/0004-94,39436733000494,4
802,197.281.198-27,19728119827,60.185.867/0005-59,60185867000559,5
803,580.386.990-59,58038699059,41.944.441/0004-57,41944441000457,4
804,709.309.097-69,70930909769,66.629.388/0003-66,66629388000366,3
805,463.571.470-99,46357147099,35.808.537/0003-82,35808537000382,3
806,274.446.082-75,27444608275,80.823.176/0001-20,80823176000120,1
807,601.142.847-41,60114284741,43.273.328/0005-62,43273328000562,5
808,425.976.268-71,42597626871,25.374.874/0001-59,25374874000159,1
809,822.345.003-67,82234500367,71.586.053/0005-97,71586053000597,5
810,893.487.665-59,89348766559,79.008.866/0002-70,79008866000270,2
811,198.734.946-24,19873494624,52.235.350/0001-74,52235350000174,1
812,958.252.782-04,95825278204,23.718.431/0001-67,23718431000167,1
813,357.026.648-29,35702664829,17.270.733/0002-34,17270733000234,2
814,148.369.320-58,14836932058,29.175.900/0001-97,29175900000197,1
815,376.398.035-30,37639803530,12.823.170/0002-86,12823170000286,2
816,540.572.864-51,54057286451,86.644.106/0001-21,86644106000121,1
817,846.813.172-13,84681317213,52.235.350/0005-51,52235350000551,5
818,480.389.112-11,48038911211,61.642.594/0004-11,61642594000411,4
819,899.854.247-47,89985424747,61.642.594/0004-24,61642594000424,4
